SOC,entry_level_ed,statefips,metrofips,countyfips
47-1011,High school diploma or equivalent,00,21780,000
47-2011,High school diploma or equivalent,00,21780,000
47-2021,High school diploma or equivalent,00,21780,000
47-2022,High school diploma or equivalent,00,21780,000
47-2031,High school diploma or equivalent,00,21780,000
47-2041,No formal educational credential,00,21780,000
47-2042,No formal educational credential,00,21780,000
47-2043,No formal educational credential,00,21780,000
47-2044,No formal educational credential,00,21780,000
47-2051,No formal educational credential,00,21780,000
47-2053,High school diploma or equivalent,00,21780,000
47-2061,No formal educational credential,00,21780,000
47-2071,High school diploma or equivalent,00,21780,000
47-2072,High school diploma or equivalent,00,21780,000
47-2073,High school diploma or equivalent,00,21780,000
47-2081,No formal educational credential,00,21780,000
47-2082,No formal educational credential,00,21780,000
47-2111,High school diploma or equivalent,00,21780,000
47-2121,High school diploma or equivalent,00,21780,000
47-2131,No formal educational credential,00,21780,000
47-2132,High school diploma or equivalent,00,21780,000
47-2141,No formal educational credential,00,21780,000
47-2142,No formal educational credential,00,21780,000
47-2151,No formal educational credential,00,21780,000
47-2152,High school diploma or equivalent,00,21780,000
47-2161,No formal educational credential,00,21780,000
47-2171,High school diploma or equivalent,00,21780,000
47-2181,No formal educational credential,00,21780,000
47-2211,High school diploma or equivalent,00,21780,000
47-2221,High school diploma or equivalent,00,21780,000
47-2231,High school diploma or equivalent,00,21780,000
47-3011,No formal educational credential,00,21780,000
47-3012,No formal educational credential,00,21780,000
47-3013,High school diploma or equivalent,00,21780,000
47-3014,No formal educational credential,00,21780,000
47-3015,High school diploma or equivalent,00,21780,000
47-3016,No formal educational credential,00,21780,000
47-3019,No formal educational credential,00,21780,000
47-4011,High school diploma or equivalent,00,21780,000
47-4021,High school diploma or equivalent,00,21780,000
47-4031,No formal educational credential,00,21780,000
47-4041,High school diploma or equivalent,00,21780,000
47-4051,High school diploma or equivalent,00,21780,000
47-4061,High school diploma or equivalent,00,21780,000
47-4071,High school diploma or equivalent,00,21780,000
47-4098,High school diploma or equivalent,00,21780,000
47-5011,No formal educational credential,00,21780,000
47-5012,No formal educational credential,00,21780,000
47-5013,No formal educational credential,00,21780,000
47-5022,High school diploma or equivalent,00,21780,000
47-5023,High school diploma or equivalent,00,21780,000
47-5032,High school diploma or equivalent,00,21780,000
47-5041,No formal educational credential,00,21780,000
47-5043,High school diploma or equivalent,00,21780,000
47-5044,No formal educational credential,00,21780,000
47-5049,High school diploma or equivalent,00,21780,000
47-5051,No formal educational credential,00,21780,000
47-5071,No formal educational credential,00,21780,000
47-5081,High school diploma or equivalent,00,21780,000
47-5099,High school diploma or equivalent,00,21780,000
49-1011,High school diploma or equivalent,00,21780,000
49-2011,"Some college, no degree",00,21780,000
49-2021,Associate's degree,00,21780,000
49-2022,Postsecondary nondegree award,00,21780,000
49-2091,Associate's degree,00,21780,000
49-2092,High school diploma or equivalent,00,21780,000
49-2093,Postsecondary nondegree award,00,21780,000
49-2094,Postsecondary nondegree award,00,21780,000
49-2095,Postsecondary nondegree award,00,21780,000
49-2096,High school diploma or equivalent,00,21780,000
49-2097,Postsecondary nondegree award,00,21780,000
49-2098,High school diploma or equivalent,00,21780,000
49-3011,Postsecondary nondegree award,00,21780,000
49-3021,High school diploma or equivalent,00,21780,000
49-3022,High school diploma or equivalent,00,21780,000
49-3023,Postsecondary nondegree award,00,21780,000
49-3031,High school diploma or equivalent,00,21780,000
49-3041,High school diploma or equivalent,00,21780,000
49-3042,High school diploma or equivalent,00,21780,000
49-3043,High school diploma or equivalent,00,21780,000
49-3051,High school diploma or equivalent,00,21780,000
49-3052,Postsecondary nondegree award,00,21780,000
49-3053,High school diploma or equivalent,00,21780,000
49-3091,High school diploma or equivalent,00,21780,000
49-3092,High school diploma or equivalent,00,21780,000
49-3093,High school diploma or equivalent,00,21780,000
49-9011,High school diploma or equivalent,00,21780,000
49-9012,High school diploma or equivalent,00,21780,000
49-9021,Postsecondary nondegree award,00,21780,000
49-9031,High school diploma or equivalent,00,21780,000
49-9041,High school diploma or equivalent,00,21780,000
49-9043,High school diploma or equivalent,00,21780,000
49-9044,High school diploma or equivalent,00,21780,000
49-9045,High school diploma or equivalent,00,21780,000
49-9051,High school diploma or equivalent,00,21780,000
49-9052,High school diploma or equivalent,00,21780,000
49-9061,High school diploma or equivalent,00,21780,000
49-9062,Associate's degree,00,21780,000
49-9063,High school diploma or equivalent,00,21780,000
49-9064,High school diploma or equivalent,00,21780,000
49-9069,High school diploma or equivalent,00,21780,000
49-9071,High school diploma or equivalent,00,21780,000
49-9081,Postsecondary nondegree award,00,21780,000
49-9091,High school diploma or equivalent,00,21780,000
49-9092,Postsecondary nondegree award,00,21780,000
49-9094,High school diploma or equivalent,00,21780,000
49-9095,High school diploma or equivalent,00,21780,000
49-9096,High school diploma or equivalent,00,21780,000
49-9097,High school diploma or equivalent,00,21780,000
49-9098,High school diploma or equivalent,00,21780,000
49-9099,High school diploma or equivalent,00,21780,000
51-1011,High school diploma or equivalent,00,21780,000
51-2011,High school diploma or equivalent,00,21780,000
51-2021,High school diploma or equivalent,00,21780,000
51-2028,High school diploma or equivalent,00,21780,000
51-2031,High school diploma or equivalent,00,21780,000
51-2041,High school diploma or equivalent,00,21780,000
51-2051,High school diploma or equivalent,00,21780,000
51-2061,High school diploma or equivalent,00,21780,000
51-2098,High school diploma or equivalent,00,21780,000
51-3011,No formal educational credential,00,21780,000
51-3021,No formal educational credential,00,21780,000
51-3022,No formal educational credential,00,21780,000
51-3023,No formal educational credential,00,21780,000
51-3091,No formal educational credential,00,21780,000
51-3092,High school diploma or equivalent,00,21780,000
51-3093,High school diploma or equivalent,00,21780,000
51-3099,No formal educational credential,00,21780,000
51-4021,High school diploma or equivalent,00,21780,000
51-4022,High school diploma or equivalent,00,21780,000
51-4023,High school diploma or equivalent,00,21780,000
51-4031,High school diploma or equivalent,00,21780,000
51-4032,High school diploma or equivalent,00,21780,000
51-4033,High school diploma or equivalent,00,21780,000
51-4034,High school diploma or equivalent,00,21780,000
51-4035,High school diploma or equivalent,00,21780,000
51-4041,High school diploma or equivalent,00,21780,000
51-4051,High school diploma or equivalent,00,21780,000
51-4052,High school diploma or equivalent,00,21780,000
51-4061,High school diploma or equivalent,00,21780,000
51-4062,High school diploma or equivalent,00,21780,000
51-4071,High school diploma or equivalent,00,21780,000
51-4072,High school diploma or equivalent,00,21780,000
51-4081,High school diploma or equivalent,00,21780,000
51-4111,Postsecondary nondegree award,00,21780,000
51-4121,High school diploma or equivalent,00,21780,000
51-4122,High school diploma or equivalent,00,21780,000
51-4191,High school diploma or equivalent,00,21780,000
51-4192,High school diploma or equivalent,00,21780,000
51-4193,High school diploma or equivalent,00,21780,000
51-4194,High school diploma or equivalent,00,21780,000
51-4199,High school diploma or equivalent,00,21780,000
51-5111,Postsecondary nondegree award,00,21780,000
51-5112,High school diploma or equivalent,00,21780,000
51-5113,High school diploma or equivalent,00,21780,000
51-6011,No formal educational credential,00,21780,000
51-6021,No formal educational credential,00,21780,000
51-6031,No formal educational credential,00,21780,000
51-6041,High school diploma or equivalent,00,21780,000
51-6042,High school diploma or equivalent,00,21780,000
51-6051,No formal educational credential,00,21780,000
51-6052,No formal educational credential,00,21780,000
51-6061,High school diploma or equivalent,00,21780,000
51-6062,High school diploma or equivalent,00,21780,000
51-6063,High school diploma or equivalent,00,21780,000
51-6064,High school diploma or equivalent,00,21780,000
51-6091,High school diploma or equivalent,00,21780,000
51-6092,High school diploma or equivalent,00,21780,000
51-6093,High school diploma or equivalent,00,21780,000
51-6099,High school diploma or equivalent,00,21780,000
51-7011,High school diploma or equivalent,00,21780,000
51-7021,High school diploma or equivalent,00,21780,000
51-7031,High school diploma or equivalent,00,21780,000
51-7032,High school diploma or equivalent,00,21780,000
51-7041,High school diploma or equivalent,00,21780,000
51-7042,High school diploma or equivalent,00,21780,000
51-7099,High school diploma or equivalent,00,21780,000
51-8011,High school diploma or equivalent,00,21780,000
51-8012,High school diploma or equivalent,00,21780,000
51-8013,High school diploma or equivalent,00,21780,000
51-8021,High school diploma or equivalent,00,21780,000
51-8031,High school diploma or equivalent,00,21780,000
51-8091,High school diploma or equivalent,00,21780,000
51-8092,High school diploma or equivalent,00,21780,000
51-8093,High school diploma or equivalent,00,21780,000
51-8099,High school diploma or equivalent,00,21780,000
51-9011,High school diploma or equivalent,00,21780,000
51-9012,High school diploma or equivalent,00,21780,000
51-9021,High school diploma or equivalent,00,21780,000
51-9022,No formal educational credential,00,21780,000
51-9023,High school diploma or equivalent,00,21780,000
51-9031,No formal educational credential,00,21780,000
51-9032,High school diploma or equivalent,00,21780,000
51-9041,High school diploma or equivalent,00,21780,000
51-9051,High school diploma or equivalent,00,21780,000
51-9061,High school diploma or equivalent,00,21780,000
51-9071,High school diploma or equivalent,00,21780,000
51-9081,High school diploma or equivalent,00,21780,000
51-9082,High school diploma or equivalent,00,21780,000
51-9083,High school diploma or equivalent,00,21780,000
51-9111,High school diploma or equivalent,00,21780,000
51-9123,No formal educational credential,00,21780,000
51-9124,High school diploma or equivalent,00,21780,000
51-9141,High school diploma or equivalent,00,21780,000
51-9151,High school diploma or equivalent,00,21780,000
51-9161,High school diploma or equivalent,00,21780,000
51-9162,Postsecondary nondegree award,00,21780,000
51-9191,High school diploma or equivalent,00,21780,000
51-9192,High school diploma or equivalent,00,21780,000
51-9193,High school diploma or equivalent,00,21780,000
51-9194,High school diploma or equivalent,00,21780,000
51-9195,High school diploma or equivalent,00,21780,000
51-9196,High school diploma or equivalent,00,21780,000
51-9197,High school diploma or equivalent,00,21780,000
51-9198,High school diploma or equivalent,00,21780,000
51-9199,High school diploma or equivalent,00,21780,000
53-1041,High school diploma or equivalent,00,21780,000
53-1047,High school diploma or equivalent,00,21780,000
53-2011,Bachelor's degree,00,21780,000
53-2012,High school diploma or equivalent,00,21780,000
53-2021,Associate's degree,00,21780,000
53-2022,High school diploma or equivalent,00,21780,000
53-2031,High school diploma or equivalent,00,21780,000
53-3011,High school diploma or equivalent,00,21780,000
53-3031,High school diploma or equivalent,00,21780,000
53-3032,Postsecondary nondegree award,00,21780,000
53-3033,High school diploma or equivalent,00,21780,000
53-3051,No formal educational credential,00,21780,000
53-3052,High school diploma or equivalent,00,21780,000
53-3053,No formal educational credential,00,21780,000
53-3054,No formal educational credential,00,21780,000
53-3099,No formal educational credential,00,21780,000
53-4011,High school diploma or equivalent,00,21780,000
53-4013,High school diploma or equivalent,00,21780,000
53-4022,High school diploma or equivalent,00,21780,000
53-4031,High school diploma or equivalent,00,21780,000
53-4041,High school diploma or equivalent,00,21780,000
53-4099,High school diploma or equivalent,00,21780,000
53-5011,No formal educational credential,00,21780,000
53-5021,Postsecondary nondegree award,00,21780,000
53-5022,Postsecondary nondegree award,00,21780,000
53-5031,Postsecondary nondegree award,00,21780,000
53-6011,High school diploma or equivalent,00,21780,000
53-6021,No formal educational credential,00,21780,000
53-6031,No formal educational credential,00,21780,000
53-6032,High school diploma or equivalent,00,21780,000
53-6041,High school diploma or equivalent,00,21780,000
53-6051,High school diploma or equivalent,00,21780,000
53-6061,High school diploma or equivalent,00,21780,000
53-6099,High school diploma or equivalent,00,21780,000
53-7011,No formal educational credential,00,21780,000
53-7021,High school diploma or equivalent,00,21780,000
53-7031,High school diploma or equivalent,00,21780,000
53-7041,No formal educational credential,00,21780,000
53-7051,No formal educational credential,00,21780,000
53-7061,No formal educational credential,00,21780,000
53-7062,No formal educational credential,00,21780,000
53-7063,No formal educational credential,00,21780,000
53-7064,No formal educational credential,00,21780,000
53-7065,High school diploma or equivalent,00,21780,000
53-7071,High school diploma or equivalent,00,21780,000
53-7072,High school diploma or equivalent,00,21780,000
53-7073,High school diploma or equivalent,00,21780,000
53-7081,No formal educational credential,00,21780,000
53-7121,No formal educational credential,00,21780,000
53-7199,No formal educational credential,00,21780,000
55-9999,,00,21780,000
99-9999,,00,21780,000
11-1011,Bachelor's degree,00,23060,000
11-1021,Bachelor's degree,00,23060,000
11-1031,Bachelor's degree,00,23060,000
11-2011,Bachelor's degree,00,23060,000
11-2021,Bachelor's degree,00,23060,000
11-2022,Bachelor's degree,00,23060,000
11-2032,Bachelor's degree,00,23060,000
11-2033,Bachelor's degree,00,23060,000
11-3012,Bachelor's degree,00,23060,000
11-3013,Bachelor's degree,00,23060,000
11-3021,Bachelor's degree,00,23060,000
11-3031,Bachelor's degree,00,23060,000
11-3051,Bachelor's degree,00,23060,000
11-3061,Bachelor's degree,00,23060,000
11-3071,High school diploma or equivalent,00,23060,000
11-3111,Bachelor's degree,00,23060,000
11-3121,Bachelor's degree,00,23060,000
11-3131,Bachelor's degree,00,23060,000
11-9013,High school diploma or equivalent,00,23060,000
11-9021,Bachelor's degree,00,23060,000
11-9031,Bachelor's degree,00,23060,000
11-9032,Master's degree,00,23060,000
11-9033,Master's degree,00,23060,000
11-9039,Bachelor's degree,00,23060,000
11-9041,Bachelor's degree,00,23060,000
11-9051,High school diploma or equivalent,00,23060,000
11-9071,High school diploma or equivalent,00,23060,000
11-9072,Bachelor's degree,00,23060,000
11-9081,High school diploma or equivalent,00,23060,000
11-9111,Bachelor's degree,00,23060,000
11-9121,Bachelor's degree,00,23060,000
11-9131,High school diploma or equivalent,00,23060,000
11-9141,High school diploma or equivalent,00,23060,000
11-9151,Bachelor's degree,00,23060,000
11-9161,Bachelor's degree,00,23060,000
11-9171,Associate's degree,00,23060,000
11-9179,Bachelor's degree,00,23060,000
11-9199,Bachelor's degree,00,23060,000
13-1011,Bachelor's degree,00,23060,000
13-1028,Bachelor's degree,00,23060,000
13-1031,High school diploma or equivalent,00,23060,000
13-1032,Postsecondary nondegree award,00,23060,000
13-1041,Bachelor's degree,00,23060,000
13-1051,Bachelor's degree,00,23060,000
13-1071,Bachelor's degree,00,23060,000
13-1074,No formal educational credential,00,23060,000
13-1075,Bachelor's degree,00,23060,000
13-1081,Bachelor's degree,00,23060,000
13-1082,Bachelor's degree,00,23060,000
13-1111,Bachelor's degree,00,23060,000
13-1121,Bachelor's degree,00,23060,000
13-1131,Bachelor's degree,00,23060,000
13-1141,Bachelor's degree,00,23060,000
13-1151,Bachelor's degree,00,23060,000
13-1161,Bachelor's degree,00,23060,000
13-1199,Bachelor's degree,00,23060,000
13-2011,Bachelor's degree,00,23060,000
13-2028,Bachelor's degree,00,23060,000
13-2031,Bachelor's degree,00,23060,000
13-2041,Bachelor's degree,00,23060,000
13-2051,Bachelor's degree,00,23060,000
13-2052,Bachelor's degree,00,23060,000
13-2053,Bachelor's degree,00,23060,000
13-2054,Bachelor's degree,00,23060,000
13-2061,Bachelor's degree,00,23060,000
13-2071,Bachelor's degree,00,23060,000
13-2072,Bachelor's degree,00,23060,000
13-2081,Bachelor's degree,00,23060,000
13-2082,High school diploma or equivalent,00,23060,000
13-2099,Bachelor's degree,00,23060,000
15-1211,Bachelor's degree,00,23060,000
15-1212,Bachelor's degree,00,23060,000
15-1221,Master's degree,00,23060,000
15-1231,Associate's degree,00,23060,000
15-1232,"Some college, no degree",00,23060,000
15-1241,Bachelor's degree,00,23060,000
15-1242,Bachelor's degree,00,23060,000
15-1243,Bachelor's degree,00,23060,000
15-1244,Bachelor's degree,00,23060,000
15-1251,Bachelor's degree,00,23060,000
15-1252,Bachelor's degree,00,23060,000
15-1253,Bachelor's degree,00,23060,000
15-1254,Bachelor's degree,00,23060,000
15-1255,Bachelor's degree,00,23060,000
15-1299,Bachelor's degree,00,23060,000
15-2011,Bachelor's degree,00,23060,000
15-2021,Master's degree,00,23060,000
15-2031,Bachelor's degree,00,23060,000
15-2041,Master's degree,00,23060,000
15-2051,Bachelor's degree,00,23060,000
15-2099,Bachelor's degree,00,23060,000
17-1011,Bachelor's degree,00,23060,000
17-1012,Bachelor's degree,00,23060,000
17-1021,Bachelor's degree,00,23060,000
17-1022,Bachelor's degree,00,23060,000
17-2011,Bachelor's degree,00,23060,000
17-2021,Bachelor's degree,00,23060,000
17-2031,Bachelor's degree,00,23060,000
17-2041,Bachelor's degree,00,23060,000
17-2051,Bachelor's degree,00,23060,000
17-2061,Bachelor's degree,00,23060,000
17-2071,Bachelor's degree,00,23060,000
17-2072,Bachelor's degree,00,23060,000
17-2081,Bachelor's degree,00,23060,000
17-2111,Bachelor's degree,00,23060,000
17-2112,Bachelor's degree,00,23060,000
17-2121,Bachelor's degree,00,23060,000
17-2131,Bachelor's degree,00,23060,000
17-2141,Bachelor's degree,00,23060,000
17-2151,Bachelor's degree,00,23060,000
17-2161,Bachelor's degree,00,23060,000
17-2171,Bachelor's degree,00,23060,000
17-2199,Bachelor's degree,00,23060,000
17-3011,Associate's degree,00,23060,000
17-3012,Associate's degree,00,23060,000
17-3013,Associate's degree,00,23060,000
17-3019,Associate's degree,00,23060,000
17-3021,Associate's degree,00,23060,000
17-3022,Associate's degree,00,23060,000
17-3023,Associate's degree,00,23060,000
17-3024,Associate's degree,00,23060,000
17-3025,Associate's degree,00,23060,000
17-3026,Associate's degree,00,23060,000
17-3027,Associate's degree,00,23060,000
17-3028,Associate's degree,00,23060,000
17-3029,Associate's degree,00,23060,000
17-3031,High school diploma or equivalent,00,23060,000
19-1011,Bachelor's degree,00,23060,000
19-1012,Bachelor's degree,00,23060,000
19-1013,Bachelor's degree,00,23060,000
19-1021,Doctoral or professional degree,00,23060,000
19-1022,Bachelor's degree,00,23060,000
19-1023,Bachelor's degree,00,23060,000
19-1029,Bachelor's degree,00,23060,000
19-1031,Bachelor's degree,00,23060,000
19-1032,Bachelor's degree,00,23060,000
19-1041,Master's degree,00,23060,000
19-1042,Doctoral or professional degree,00,23060,000
19-1099,Bachelor's degree,00,23060,000
19-2011,Doctoral or professional degree,00,23060,000
19-2012,Doctoral or professional degree,00,23060,000
19-2021,Bachelor's degree,00,23060,000
19-2031,Bachelor's degree,00,23060,000
19-2032,Bachelor's degree,00,23060,000
19-2041,Bachelor's degree,00,23060,000
19-2042,Bachelor's degree,00,23060,000
19-2043,Bachelor's degree,00,23060,000
19-2099,Bachelor's degree,00,23060,000
19-3011,Master's degree,00,23060,000
19-3022,Master's degree,00,23060,000
19-3032,Master's degree,00,23060,000
19-3033,Doctoral or professional degree,00,23060,000
19-3034,Doctoral or professional degree,00,23060,000
19-3039,Master's degree,00,23060,000
19-3041,Master's degree,00,23060,000
19-3051,Master's degree,00,23060,000
19-3091,Master's degree,00,23060,000
19-3092,Bachelor's degree,00,23060,000
19-3093,Master's degree,00,23060,000
19-3094,Master's degree,00,23060,000
19-3099,Bachelor's degree,00,23060,000
19-4012,Associate's degree,00,23060,000
19-4013,Associate's degree,00,23060,000
19-4021,Bachelor's degree,00,23060,000
19-4031,Associate's degree,00,23060,000
19-4042,Associate's degree,00,23060,000
19-4043,Associate's degree,00,23060,000
19-4044,Associate's degree,00,23060,000
19-4051,Associate's degree,00,23060,000
19-4061,Bachelor's degree,00,23060,000
19-4071,Associate's degree,00,23060,000
19-4092,Bachelor's degree,00,23060,000
19-4099,Associate's degree,00,23060,000
19-5011,Bachelor's degree,00,23060,000
19-5012,High school diploma or equivalent,00,23060,000
21-1012,Master's degree,00,23060,000
21-1013,Master's degree,00,23060,000
21-1015,Master's degree,00,23060,000
21-1018,Bachelor's degree,00,23060,000
21-1019,Master's degree,00,23060,000
21-1021,Bachelor's degree,00,23060,000
21-1022,Master's degree,00,23060,000
21-1023,Master's degree,00,23060,000
21-1029,Bachelor's degree,00,23060,000
21-1091,Bachelor's degree,00,23060,000
21-1092,Bachelor's degree,00,23060,000
21-1093,High school diploma or equivalent,00,23060,000
21-1094,High school diploma or equivalent,00,23060,000
21-1099,Bachelor's degree,00,23060,000
21-2011,Bachelor's degree,00,23060,000
21-2021,Bachelor's degree,00,23060,000
21-2099,Bachelor's degree,00,23060,000
23-1011,Doctoral or professional degree,00,23060,000
23-1012,Doctoral or professional degree,00,23060,000
23-1021,Doctoral or professional degree,00,23060,000
23-1022,Bachelor's degree,00,23060,000
23-1023,Doctoral or professional degree,00,23060,000
23-2011,Associate's degree,00,23060,000
23-2093,High school diploma or equivalent,00,23060,000
23-2099,Associate's degree,00,23060,000
25-1099,Doctoral or professional degree,00,23060,000
25-2011,Associate's degree,00,23060,000
25-2012,Bachelor's degree,00,23060,000
25-2021,Bachelor's degree,00,23060,000
25-2022,Bachelor's degree,00,23060,000
25-2023,Bachelor's degree,00,23060,000
25-2031,Bachelor's degree,00,23060,000
25-2032,Bachelor's degree,00,23060,000
25-2051,Bachelor's degree,00,23060,000
25-2052,Bachelor's degree,00,23060,000
25-2057,Bachelor's degree,00,23060,000
25-2058,Bachelor's degree,00,23060,000
25-2059,Bachelor's degree,00,23060,000
25-3011,Bachelor's degree,00,23060,000
25-3021,High school diploma or equivalent,00,23060,000
25-3031,Bachelor's degree,00,23060,000
25-3041,Bachelor's degree,00,23060,000
25-3099,Bachelor's degree,00,23060,000
25-4011,Master's degree,00,23060,000
25-4012,Master's degree,00,23060,000
25-4013,Bachelor's degree,00,23060,000
25-4022,Master's degree,00,23060,000
25-4031,Postsecondary nondegree award,00,23060,000
25-9021,Master's degree,00,23060,000
25-9031,Master's degree,00,23060,000
25-9044,Bachelor's degree,00,23060,000
25-9045,"Some college, no degree",00,23060,000
25-9099,Bachelor's degree,00,23060,000
27-1011,Bachelor's degree,00,23060,000
27-1012,No formal educational credential,00,23060,000
27-1013,Bachelor's degree,00,23060,000
27-1014,Bachelor's degree,00,23060,000
27-1019,No formal educational credential,00,23060,000
27-1021,Bachelor's degree,00,23060,000
27-1022,Bachelor's degree,00,23060,000
27-1023,High school diploma or equivalent,00,23060,000
27-1024,Bachelor's degree,00,23060,000
27-1025,Bachelor's degree,00,23060,000
27-1026,High school diploma or equivalent,00,23060,000
27-1027,Bachelor's degree,00,23060,000
27-1029,Bachelor's degree,00,23060,000
27-2011,"Some college, no degree",00,23060,000
27-2012,Bachelor's degree,00,23060,000
27-2021,No formal educational credential,00,23060,000
27-2022,Bachelor's degree,00,23060,000
27-2023,High school diploma or equivalent,00,23060,000
27-2031,No formal educational credential,00,23060,000
27-2032,High school diploma or equivalent,00,23060,000
27-2041,Bachelor's degree,00,23060,000
27-2042,No formal educational credential,00,23060,000
27-2091,No formal educational credential,00,23060,000
27-2099,No formal educational credential,00,23060,000
27-3011,Bachelor's degree,00,23060,000
27-3023,Bachelor's degree,00,23060,000
27-3031,Bachelor's degree,00,23060,000
27-3041,Bachelor's degree,00,23060,000
27-3042,Bachelor's degree,00,23060,000
27-3043,Bachelor's degree,00,23060,000
27-3091,Bachelor's degree,00,23060,000
27-3092,Postsecondary nondegree award,00,23060,000
27-3099,High school diploma or equivalent,00,23060,000
27-4011,Postsecondary nondegree award,00,23060,000
27-4012,Associate's degree,00,23060,000
27-4014,Postsecondary nondegree award,00,23060,000
27-4015,High school diploma or equivalent,00,23060,000
27-4021,High school diploma or equivalent,00,23060,000
27-4031,Bachelor's degree,00,23060,000
27-4032,Bachelor's degree,00,23060,000
27-4099,High school diploma or equivalent,00,23060,000
29-1011,Doctoral or professional degree,00,23060,000
29-1021,Doctoral or professional degree,00,23060,000
29-1022,Doctoral or professional degree,00,23060,000
29-1023,Doctoral or professional degree,00,23060,000
29-1024,Doctoral or professional degree,00,23060,000
29-1029,Doctoral or professional degree,00,23060,000
29-1031,Bachelor's degree,00,23060,000
29-1041,Doctoral or professional degree,00,23060,000
29-1051,Doctoral or professional degree,00,23060,000
29-1071,Master's degree,00,23060,000
29-1081,Doctoral or professional degree,00,23060,000
29-1122,Master's degree,00,23060,000
29-1123,Doctoral or professional degree,00,23060,000
29-1124,Associate's degree,00,23060,000
29-1125,Bachelor's degree,00,23060,000
29-1126,Associate's degree,00,23060,000
29-1127,Master's degree,00,23060,000
29-1128,Bachelor's degree,00,23060,000
29-1129,Bachelor's degree,00,23060,000
29-1131,Doctoral or professional degree,00,23060,000
29-1141,Bachelor's degree,00,23060,000
29-1151,Master's degree,00,23060,000
29-1161,Master's degree,00,23060,000
29-1171,Master's degree,00,23060,000
29-1181,Doctoral or professional degree,00,23060,000
29-1211,Doctoral or professional degree,00,23060,000
29-1212,Doctoral or professional degree,00,23060,000
29-1213,Doctoral or professional degree,00,23060,000
29-1214,Doctoral or professional degree,00,23060,000
29-1215,Doctoral or professional degree,00,23060,000
29-1216,Doctoral or professional degree,00,23060,000
29-1217,Doctoral or professional degree,00,23060,000
29-1218,Doctoral or professional degree,00,23060,000
29-1221,Doctoral or professional degree,00,23060,000
29-1222,Doctoral or professional degree,00,23060,000
29-1223,Doctoral or professional degree,00,23060,000
29-1224,Doctoral or professional degree,00,23060,000
29-1229,Doctoral or professional degree,00,23060,000
29-1241,Doctoral or professional degree,00,23060,000
29-1242,Doctoral or professional degree,00,23060,000
29-1243,Doctoral or professional degree,00,23060,000
29-1249,Doctoral or professional degree,00,23060,000
29-1291,Master's degree,00,23060,000
29-1292,Associate's degree,00,23060,000
29-1299,Master's degree,00,23060,000
29-2018,Bachelor's degree,00,23060,000
29-2031,Associate's degree,00,23060,000
29-2032,Associate's degree,00,23060,000
29-2033,Associate's degree,00,23060,000
29-2034,Associate's degree,00,23060,000
29-2035,Associate's degree,00,23060,000
29-2036,Postsecondary nondegree award,00,23060,000
29-2042,Postsecondary nondegree award,00,23060,000
29-2043,Postsecondary nondegree award,00,23060,000
29-2051,Associate's degree,00,23060,000
29-2052,High school diploma or equivalent,00,23060,000
29-2053,Postsecondary nondegree award,00,23060,000
29-2055,Postsecondary nondegree award,00,23060,000
29-2056,Associate's degree,00,23060,000
29-2057,Postsecondary nondegree award,00,23060,000
29-2061,Postsecondary nondegree award,00,23060,000
29-2072,Postsecondary nondegree award,00,23060,000
29-2081,High school diploma or equivalent,00,23060,000
29-2091,Master's degree,00,23060,000
29-2092,High school diploma or equivalent,00,23060,000
29-2099,Postsecondary nondegree award,00,23060,000
29-9021,Postsecondary nondegree award,00,23060,000
29-9091,Bachelor's degree,00,23060,000
29-9092,Master's degree,00,23060,000
29-9093,Postsecondary nondegree award,00,23060,000
29-9099,Postsecondary nondegree award,00,23060,000
31-1128,High school diploma or equivalent,00,23060,000
31-1131,Postsecondary nondegree award,00,23060,000
31-1132,High school diploma or equivalent,00,23060,000
31-1133,High school diploma or equivalent,00,23060,000
31-2011,Associate's degree,00,23060,000
31-2012,High school diploma or equivalent,00,23060,000
31-2021,Associate's degree,00,23060,000
31-2022,High school diploma or equivalent,00,23060,000
31-9011,Postsecondary nondegree award,00,23060,000
31-9091,Postsecondary nondegree award,00,23060,000
31-9092,Postsecondary nondegree award,00,23060,000
31-9093,High school diploma or equivalent,00,23060,000
31-9094,Postsecondary nondegree award,00,23060,000
31-9095,High school diploma or equivalent,00,23060,000
31-9096,High school diploma or equivalent,00,23060,000
31-9097,Postsecondary nondegree award,00,23060,000
31-9099,High school diploma or equivalent,00,23060,000
33-1011,High school diploma or equivalent,00,23060,000
33-1012,High school diploma or equivalent,00,23060,000
33-1021,Postsecondary nondegree award,00,23060,000
33-1091,High school diploma or equivalent,00,23060,000
33-1099,High school diploma or equivalent,00,23060,000
33-2011,Postsecondary nondegree award,00,23060,000
33-2021,Postsecondary nondegree award,00,23060,000
33-2022,High school diploma or equivalent,00,23060,000
33-3011,High school diploma or equivalent,00,23060,000
33-3012,High school diploma or equivalent,00,23060,000
33-3021,High school diploma or equivalent,00,23060,000
33-3031,Bachelor's degree,00,23060,000
33-3041,High school diploma or equivalent,00,23060,000
33-3051,High school diploma or equivalent,00,23060,000
33-3052,High school diploma or equivalent,00,23060,000
33-9011,High school diploma or equivalent,00,23060,000
33-9021,High school diploma or equivalent,00,23060,000
33-9031,High school diploma or equivalent,00,23060,000
33-9032,High school diploma or equivalent,00,23060,000
33-9091,No formal educational credential,00,23060,000
33-9092,No formal educational credential,00,23060,000
