display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,females,males
0,0,Total All Industries,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,40311.509708703226,36800.768987315525
0,0,Total All Industries,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,55988.55489716276,79409.70326889018
0,0,Total All Industries,,,18,000,00000,Indiana,2019,000000,,0,0,1593448.1787656224,1646944.2463315162
0,0,Total All Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0,0,569065.1067570123,559459.0538671709
0,0,Total All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2022,000000,,0,0,340652.9689969784,355797.777252506
0,0,Total All Industries,,,00,000,34620,Muncie MSA,2020,000000,,0,0,24323.006280260255,22001.3758812679
0,0,Total All Industries,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,38187.563064517744,34992.59073681857
0,0,Total All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,2279893.529783385,2275254.478504618
0,0,Total All Industries,,,00,000,17140,Cincinnati MSA,2019,000000,,0,0,556944.9777267824,560989.2221861128
0,0,Total All Industries,,,18,000,00000,Indiana,2020,000000,,0,0,1501425.7782547579,1573296.2544101272
0,0,Total All Industries,,,00,000,33140,Michigan City-La Porte MSA,2022,000000,,0,0,20728.16823702244,20610.299910344373
0,0,Total All Industries,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,39798.04958881671,35328.80240879985
0,0,Total All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,2344264.691674818,2341311.2748599118
0,0,Total All Industries,,,00,000,17140,Cincinnati MSA,2020,000000,,0,0,520432.348935713,533893.130152884
0,0,Total All Industries,,,00,000,23060,Fort Wayne MSA,2019,000000,,0,0,113292.59601196594,114079.01280092426
0,0,Total All Industries,,,18,000,00000,Indiana,2021,000000,,0,0,1548822.6429601575,1612517.406977086
0,0,Total All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2020,000000,,0,0,48501.99238036216,51852.51115054586
0,0,Total All Industries,,,0,000,00000,United States,2021,000000,,0,0,75214115.61514576,76488011.47225386
0,0,Total All Industries,,,00,000,18020,Columbus MSA,2020,000000,,0,0,21858.929728404888,27352.468090978393
0,0,Total All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,53939.09724968846,57305.70014850651
0,0,Total All Industries,,,00,000,34620,Muncie MSA,2019,000000,,0,0,25259.62188777709,23273.16006341914
0,0,Total All Industries,,,0,000,00000,United States,2022,000000,,0,0,78575940.8804624,79581188.72037649
0,0,Total All Industries,,,00,000,21780,Evansville MSA,2019,000000,,0,0,70160.45544751755,70729.73428366616
0,0,Total All Industries,,,00,000,21780,Evansville MSA,2023,000000,,0,0,69551.40825019429,69665.24587583837
0,0,Total All Industries,,,00,000,23060,Fort Wayne MSA,2023,000000,,0,0,115437.74792072731,117939.66005631338
0,0,Total All Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2022,000000,,0,0,559099.4172865916,544099.7455215191
0,0,Total All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2021,000000,,0,0,50957.43659179078,52508.70905704436
0,0,Total All Industries,,,00,000,34620,Muncie MSA,2022,000000,,0,0,25284.41024213055,21957.60307707118
0,0,Total All Industries,,,00,000,45460,Terre Haute MSA,2022,000000,,0,0,33292.350814140074,34070.86198658212
0,0,Total All Industries,,,0,000,00000,United States,2020,000000,,0,0,72964398.63164969,74394813.80749057
0,0,Total All Industries,,,00,000,18020,Columbus MSA,2019,000000,,0,0,23581.38097044164,29425.975869593447
0,0,Total All Industries,,,00,000,18020,Columbus MSA,2023,000000,,0,0,23228.19789276629,29012.271639981755
0,0,Total All Industries,,,00,000,21140,Elkhart-Goshen MSA,2019,000000,,0,0,56396.421301723916,80364.79739082143
0,0,Total All Industries,,,00,000,23060,Fort Wayne MSA,2021,000000,,0,0,110089.78447631822,111988.10974477176
0,0,Total All Industries,,,00,000,33140,Michigan City-La Porte MSA,2019,000000,,0,0,21389.833864883556,20721.411838027983
0,0,Total All Industries,,,00,000,33140,Michigan City-La Porte MSA,2023,000000,,0,0,21038.05540753475,21434.931455305687
0,0,Total All Industries,,,00,000,43780,South Bend-Mishawaka MSA,2019,000000,,0,0,75674.77975725177,70459.008773683
0,0,Total All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,2163528.5471340823,2172371.284664616
0,0,Total All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,2192229.563137907,2207570.1199494656
0,0,Total All Industries,,,00,000,29020,Kokomo MSA,2020,000000,,0,0,18045.951556396114,19687.220726493724
0,0,Total All Industries,,,00,000,29020,Kokomo MSA,2021,000000,,0,0,17873.775223506535,19065.56128053957
0,0,Total All Industries,,,00,000,29020,Kokomo MSA,2023,000000,,0,0,17824.842439820735,18869.70543388987
0,0,Total All Industries,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,41632.33030556628,38134.56179764378
