display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,females,males
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2019,000000,,0,0,15271187.608127989,24969303.25873826
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2020,000000,,0,0,15045486.804318013,24405785.004944615
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2021,000000,,0,0,15633711.273120599,25041449.66710507
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2022,000000,,0,0,16544300.203216711,26188715.99112189
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2023,000000,,0,0,16748514.694837496,26409028.11014103
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,7138.937128218682,8494.819177462226
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,7203.446245135808,8746.954545064265
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,7929.491315359078,9488.974921622264
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,8718.313911678799,10386.552639589916
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,8188.326487618908,10050.30597491469
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,538314.359505401,856885.0283854498
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,526685.6366070028,832557.6931535123
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,533837.7209287563,834798.5436563352
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,554262.9810255985,853680.9649054036
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,560863.6454503967,856978.9271164964
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2019,000000,,0,0,135732.62372787172,224980.76772747975
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2020,000000,,0,0,134242.8340718345,219690.94878443927
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2021,000000,,0,0,139300.1801818372,225910.04844522636
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2022,000000,,0,0,143085.63066363032,230546.9242003189
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2023,000000,,0,0,143138.76734241695,230921.41103902616
0,0,Total Advanced and Traded Industries,,,00,000,18020,Columbus MSA,2019,000000,,0,0,8164.650857712806,17910.646446204442
0,0,Total Advanced and Traded Industries,,,00,000,18020,Columbus MSA,2020,000000,,0,0,7673.653604206361,16471.52973626506
0,0,Total Advanced and Traded Industries,,,00,000,18020,Columbus MSA,2021,000000,,0,0,7588.823953642551,16348.507812429665
0,0,Total Advanced and Traded Industries,,,00,000,18020,Columbus MSA,2022,000000,,0,0,7879.29578986006,16945.173138752816
0,0,Total Advanced and Traded Industries,,,00,000,18020,Columbus MSA,2023,000000,,0,0,8034.5519067684745,17220.98238346814
0,0,Total Advanced and Traded Industries,,,00,000,21140,Elkhart-Goshen MSA,2019,000000,,0,0,25083.86305862071,55735.26942808778
0,0,Total Advanced and Traded Industries,,,00,000,21140,Elkhart-Goshen MSA,2020,000000,,0,0,23649.094033267345,52404.567069743236
0,0,Total Advanced and Traded Industries,,,00,000,21140,Elkhart-Goshen MSA,2021,000000,,0,0,27891.62883908047,60281.6727175362
0,0,Total Advanced and Traded Industries,,,00,000,21140,Elkhart-Goshen MSA,2022,000000,,0,0,29466.881641388365,62310.28159357136
0,0,Total Advanced and Traded Industries,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,26086.123932043985,55251.339174790875
0,0,Total Advanced and Traded Industries,,,00,000,21780,Evansville MSA,2019,000000,,0,0,13421.293130181068,26409.737329127733
0,0,Total Advanced and Traded Industries,,,00,000,21780,Evansville MSA,2020,000000,,0,0,12975.869232609044,25262.051853346136
0,0,Total Advanced and Traded Industries,,,00,000,21780,Evansville MSA,2021,000000,,0,0,13413.799236285158,25662.400951786196
0,0,Total Advanced and Traded Industries,,,00,000,21780,Evansville MSA,2022,000000,,0,0,14179.791784211728,26557.833014691038
0,0,Total Advanced and Traded Industries,,,00,000,21780,Evansville MSA,2023,000000,,0,0,14177.918132258472,26452.98017260051
0,0,Total Advanced and Traded Industries,,,00,000,23060,Fort Wayne MSA,2019,000000,,0,0,25123.97606308682,47529.81316959658
0,0,Total Advanced and Traded Industries,,,00,000,23060,Fort Wayne MSA,2020,000000,,0,0,24011.28349111289,45018.4446357852
0,0,Total Advanced and Traded Industries,,,00,000,23060,Fort Wayne MSA,2021,000000,,0,0,24903.30950554942,46876.360352175696
0,0,Total Advanced and Traded Industries,,,00,000,23060,Fort Wayne MSA,2022,000000,,0,0,26349.731988532207,49491.15700377202
0,0,Total Advanced and Traded Industries,,,00,000,23060,Fort Wayne MSA,2023,000000,,0,0,26860.20778867655,49873.874033181266
0,0,Total Advanced and Traded Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2019,000000,,0,0,122563.74093845085,195890.27542372723
0,0,Total Advanced and Traded Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2020,000000,,0,0,122860.15919899149,193839.6686445797
0,0,Total Advanced and Traded Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2021,000000,,0,0,128247.46202273938,200383.23060061067
0,0,Total Advanced and Traded Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2022,000000,,0,0,137713.61212148465,210563.61507278014
0,0,Total Advanced and Traded Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0,0,141617.5908978854,213944.48842959706
0,0,Total Advanced and Traded Industries,,,00,000,29020,Kokomo MSA,2019,000000,,0,0,4110.908281364615,10177.389693296556
0,0,Total Advanced and Traded Industries,,,00,000,29020,Kokomo MSA,2020,000000,,0,0,4039.13864416743,9801.632909220447
0,0,Total Advanced and Traded Industries,,,00,000,29020,Kokomo MSA,2021,000000,,0,0,3765.6570780092284,9035.6516864355
0,0,Total Advanced and Traded Industries,,,00,000,29020,Kokomo MSA,2022,000000,,0,0,3621.424483630231,8499.148829034342
